#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
3002066	1	1146	4	300	26.178	0.52356	39.7	255
3001904	1	876	4	206	23.516	0.684932	39.2	255
3002092	1	1146	4	300	26.178	0.52356	39.7	255
3002067	1	1146	4	300	26.178	0.52356	39.7	255
3002059	1	1146	3	300	26.178	0.39267	39.6	255
3002753	1	645	8	243	37.6744	1.86047	38.8	255
3000972	1	861	1	150	17.4216	0.174216	36.4	255
3000912	1	861	1	150	17.4216	0.174216	36.4	255
3002375	1	900	2	300	33.3333	0.333333	36.1	255
3000954	1	861	1	150	17.4216	0.174216	36.4	255
3002733	1	681	9	392	57.5624	1.98238	38.9	255
3002604	1	789	4	450	57.0342	0.760456	37.9	141
3000796	1	3114	4	355	11.4001	0.192678	39.3	255
3001045	1	861	1	150	17.4216	0.174216	36.4	255
3001057	1	861	1	150	17.4216	0.174216	36.4	255
3002020	1	1149	23	558	48.564	2.98607	39	255
3002724	1	681	9	392	57.5624	1.98238	38.9	255
3003103	1	765	7	514	67.1895	1.37255	39.1	255
3002612	1	792	73	445	56.1869	13.8258	39.3	238
3002676	1	633	3	413	65.2449	0.7109	39.4	255
3000830	1	1374	3	354	25.7642	0.327511	38.7	255
3001055	1	861	1	150	17.4216	0.174216	36.4	255
3002318	1	882	5	450	51.0204	0.85034	39.5	255
3000173	1	1218	30	793	65.1067	3.69458	38.2	255
3002050	1	1146	3	300	26.178	0.39267	39.6	255
3000944	1	861	1	150	17.4216	0.174216	36.4	255
3003002	1	966	3	209	21.6356	0.465839	39.8	85.7
3002036	1	1146	4	300	26.178	0.52356	39.7	255
3002343	1	864	12	484	56.0185	2.08333	39.5	234
3001407	1	795	2	150	18.8679	0.377358	39.9	255
3000983	1	861	1	150	17.4216	0.174216	36.4	255
3001919	1	876	4	206	23.516	0.684932	39.2	255
3001002	1	861	1	150	17.4216	0.174216	36.4	255
3002341	1	864	12	484	56.0185	2.08333	39.5	255
3002117	1	1146	4	300	26.178	0.52356	39.7	255
3002600	1	1005	27	413	41.0945	4.01592	39.6	255
3001383	1	861	1	150	17.4216	0.174216	36.4	255
3001416	1	828	33	421	50.8454	5.97826	39.1	255
3000959	1	861	1	150	17.4216	0.174216	36.4	255
3002112	1	1146	4	300	26.178	0.52356	39.7	255
3002332	1	864	12	484	56.0185	2.08333	39.5	234
3002168	1	1146	1	150	13.089	0.13089	39.7	255
3001948	1	876	4	206	23.516	0.684932	39.2	255
3003094	1	765	8	514	67.1895	1.56863	38.9	192
3002797	1	657	5	501	76.2557	1.14003	39.5	255
3002695	1	1260	28	1036	82.2222	3.32698	39.4	174
3001024	1	861	1	150	17.4216	0.174216	36.4	255
3002032	1	1146	4	300	26.178	0.52356	39.7	255
3002078	1	1146	4	300	26.178	0.52356	39.7	255
3002727	1	681	3	300	44.0529	0.659325	38.5	255
3002019	1	1149	23	558	48.564	2.98607	39	255
3002015	1	1143	4	300	26.2467	0.524934	39.7	255
3002751	1	645	9	392	60.7752	2.09302	38.9	255
3002376	1	900	2	300	33.3333	0.333333	36.1	255
3000958	1	861	1	150	17.4216	0.174216	36.4	255
3003095	1	768	7	459	59.7656	1.36719	38.9	255
3001967	1	861	4	206	23.9257	0.696864	39.2	255
3001874	1	846	4	206	24.3499	0.70922	39.2	255
3002071	1	1146	3	300	26.178	0.39267	39.6	255
3002098	1	1146	4	300	26.178	0.52356	39.7	255
3000883	1	861	1	150	17.4216	0.174216	36.4	255
3000934	1	861	1	150	17.4216	0.174216	36.4	255
3002073	1	1146	4	300	26.178	0.52356	39.7	255
3000888	1	861	1	150	17.4216	0.174216	36.4	255
3003005	1	966	3	209	21.6356	0.465839	39.8	255
3001804	1	798	24	738	92.4812	4.5	39.4	255
3002111	1	1131	3	444	39.2573	0.392573	39.5	255
3002108	1	1146	4	300	26.178	0.52356	39.7	255
3001384	1	861	1	150	17.4216	0.174216	36.4	255
3001960	1	876	4	206	23.516	0.684932	39.2	255
3002129	1	1146	3	300	26.178	0.39267	39.6	255
3002046	1	1146	3	300	26.178	0.39267	39.6	255
3001041	1	861	1	150	17.4216	0.174216	36.4	255
3001898	1	876	4	206	23.516	0.684932	39.2	255
3001015	1	861	1	150	17.4216	0.174216	36.4	255
3002767	1	645	1	150	23.2558	0.232558	39.8	255
3002346	1	864	12	484	56.0185	2.08333	39.5	255
3003553	1	1149	6	295	25.6745	0.774587	39.8	255
3001032	1	861	1	150	17.4216	0.174216	36.4	255
3002390	1	876	2	150	17.1233	0.342466	37.1	255
3002062	1	1146	3	300	26.178	0.39267	39.6	255
3003067	1	1404	1	150	10.6838	0.106838	39.4	255
3002738	1	681	3	300	44.0529	0.659325	38.5	255
3002715	1	645	1	150	23.2558	0.232558	39.8	255
3002739	1	681	3	300	44.0529	0.659325	38.5	255
3000873	1	861	1	150	17.4216	0.174216	36.4	255
3002757	1	645	9	392	60.7752	2.09302	38.9	255
3000975	1	861	1	150	17.4216	0.174216	36.4	255
3001021	1	861	1	150	17.4216	0.174216	36.4	255
3002096	1	1146	4	300	26.178	0.52356	39.7	255
3000984	1	861	1	150	17.4216	0.174216	36.4	255
3002169	1	1146	1	150	13.089	0.13089	39.7	255
3001216	1	1209	4	300	24.8139	0.496278	33.7	255
3001391	1	861	1	150	17.4216	0.174216	36.4	255
3002790	1	657	5	501	76.2557	1.14003	39.5	255
3002774	1	645	9	392	60.7752	2.09302	38.9	255
3001797	1	801	3	206	25.7179	0.561798	39.8	255
3000792	1	1248	1	150	12.0192	0.120192	40	255
3002783	1	645	9	392	60.7752	2.09302	38.9	255
3002794	1	657	5	501	76.2557	1.14003	39.5	255
3000937	1	861	1	150	17.4216	0.174216	36.4	255
3002181	1	1146	1	150	13.089	0.13089	39.7	255
3000903	1	861	1	150	17.4216	0.174216	36.4	255
3002720	1	681	9	392	57.5624	1.98238	38.9	255
3001864	1	876	4	206	23.516	0.684932	39.2	255
3000874	1	861	1	150	17.4216	0.174216	36.4	255
3002162	1	1149	7	656	57.0931	0.913838	38.7	255
3001373	1	861	1	150	17.4216	0.174216	36.4	255
3002410	1	873	2	150	17.1821	0.343643	37.1	255
3002591	1	519	27	413	79.5761	7.77649	39.6	255
3000893	1	858	1	150	17.4825	0.174825	36.4	255
3002801	1	657	1	141	21.4612	0.214612	40	0
3002314	1	882	5	450	51.0204	0.85034	39.5	255
3002040	1	1143	4	300	26.2467	0.524934	39.7	255
3001408	1	801	24	741	92.5094	4.49438	39.4	255
3001892	1	876	4	206	23.516	0.684932	39.2	255
3001018	1	861	1	150	17.4216	0.174216	36.4	255
3000990	1	861	1	150	17.4216	0.174216	36.4	255
3002533	1	861	1	150	17.4216	0.174216	40	255
3002338	1	864	12	484	56.0185	2.08333	39.5	255
3002336	1	864	12	484	56.0185	2.08333	39.5	255
3002764	1	681	1	150	22.0264	0.220264	39.8	255
3001051	1	861	1	150	17.4216	0.174216	36.4	255
3000166	1	1206	1	150	12.4378	0.124378	39.9	255
3003071	1	900	4	363	40.3333	0.666667	39.7	255
3001048	1	861	1	150	17.4216	0.174216	36.4	255
3000951	1	861	1	150	17.4216	0.174216	36.4	255
3002324	1	876	5	444	50.6849	0.849315	39.5	255
3002039	1	1146	4	300	26.178	0.52356	39.7	255
3000194	1	1920	2	297	15.4688	0.154688	39.8	255
3002326	1	882	5	450	51.0204	0.85034	39.5	255
3002732	1	681	9	392	57.5624	1.98238	38.9	255
3002617	1	792	72	445	56.1869	13.6364	39.5	227
3001930	1	876	4	206	23.516	0.684932	39.2	255
3000921	1	861	1	150	17.4216	0.174216	36.4	255
3002155	1	1149	7	656	57.0931	0.913838	38.7	255
3003105	1	489	1	150	30.6748	0.306748	39.1	255
3001943	1	876	4	206	23.516	0.684932	39.2	255
3002024	1	1146	3	300	26.178	0.39267	39.6	255
3001822	1	1146	1	150	13.089	0.13089	39.6	255
3000962	1	861	1	150	17.4216	0.174216	36.4	255
3002772	1	681	9	392	57.5624	1.98238	38.9	255
3000254	1	1539	1	150	9.74659	0.0974659	39.7	255
3000997	1	861	1	150	17.4216	0.174216	36.4	255
3000969	1	861	1	150	17.4216	0.174216	36.4	255
3002351	1	864	12	484	56.0185	2.08333	39.5	255
3002716	1	681	9	392	57.5624	1.98238	38.9	255
3000970	1	861	1	150	17.4216	0.174216	36.4	255
3002084	1	1146	3	300	26.178	0.39267	39.6	255
3001977	1	876	4	206	23.516	0.684932	39.2	255
3002743	1	645	6	150	23.2558	1.39535	39.2	255
3001047	1	858	1	150	17.4825	0.174825	36.4	255
3001426	1	828	45	632	76.3285	8.12802	39.1	232
3002170	1	1146	1	150	13.089	0.13089	39.7	255
3000973	1	861	1	150	17.4216	0.174216	36.4	255
3002734	1	645	9	392	60.7752	2.09302	38.9	142
3002160	1	1149	7	656	57.0931	0.913838	38.7	255
3002618	1	792	72	445	56.1869	13.6364	39.1	251
3000939	1	861	1	150	17.4216	0.174216	36.4	255
3001012	1	861	1	150	17.4216	0.174216	36.4	255
3002756	1	681	9	392	57.5624	1.98238	38.9	255
3002013	1	1146	4	300	26.178	0.52356	39.7	255
3001329	1	1227	4	301	24.5314	0.488998	38.8	255
3001378	1	861	1	150	17.4216	0.174216	36.4	255
3002373	1	900	2	300	33.3333	0.333333	36.1	255
3001710	1	825	36	742	89.9394	6.54182	39.4	180
3001801	1	801	24	741	92.5094	4.49438	39.4	255
3002761	1	681	1	150	22.0264	0.220264	39.8	255
3000892	1	858	1	150	17.4825	0.174825	36.4	255
3001856	1	1146	4	300	26.178	0.52356	39.7	255
3002414	1	873	2	150	17.1821	0.343643	37.1	255
3003197	1	792	53	445	56.1869	10.0379	39.2	241
3000956	1	834	1	150	17.9856	0.179856	36.4	255
3002333	1	864	12	484	56.0185	2.08333	39.5	255
3002601	1	792	75	445	56.1869	14.2045	39.3	221
3003576	1	1644	1	150	9.12409	0.0912409	40	255
3002116	1	1146	3	300	26.178	0.39267	39.6	255
3001028	1	861	1	150	17.4216	0.174216	36.4	255
3002054	1	1146	4	300	26.178	0.52356	39.7	255
3000882	1	861	1	150	17.4216	0.174216	36.4	255
3001896	1	876	4	206	23.516	0.684932	39.2	255
3001821	1	1146	1	150	13.089	0.13089	39.6	255
3002177	1	1146	1	150	13.089	0.13089	39.7	255
3001994	1	876	1	150	17.1233	0.171233	37.4	255
3002038	1	1146	4	300	26.178	0.52356	39.7	255
3001410	1	828	45	632	76.3285	8.12802	39.1	227
3002065	1	1152	4	300	26.0417	0.520833	39.7	255
3000982	1	861	1	150	17.4216	0.174216	36.4	255
3002793	1	657	5	501	76.2557	1.14003	39.5	255
3002088	1	1146	4	300	26.178	0.52356	39.7	255
3002183	1	1149	27	754	65.6223	3.52132	39	236
3001025	1	861	1	150	17.4216	0.174216	36.4	255
3002079	1	1146	4	300	26.178	0.52356	39.7	255
3001382	1	858	1	150	17.4825	0.174825	36.4	255
3002798	1	657	5	501	76.2557	1.14003	39.5	255
3002127	1	1146	4	300	26.178	0.52356	39.7	255
3001390	1	858	1	150	17.4825	0.174825	36.4	255
3002747	1	645	9	392	60.7752	2.09302	38.9	255
3002044	1	1140	4	300	26.3158	0.526316	39.7	255
3001423	1	801	24	741	92.5094	4.49438	39.4	255
3002340	1	864	12	484	56.0185	2.08333	39.5	192
3000900	1	861	1	150	17.4216	0.174216	36.4	255
3002736	1	645	8	243	37.6744	1.86047	38.8	255
3003001	1	966	3	209	21.6356	0.465839	39.8	170
3002051	1	1146	3	300	26.178	0.39267	39.6	255
3001394	1	861	1	150	17.4216	0.174216	36.4	255
3002319	1	852	5	450	52.8169	0.880282	39.5	255
3002093	1	1146	3	300	26.178	0.39267	39.6	255
3000878	1	861	1	150	17.4216	0.174216	36.4	255
3002342	1	864	12	484	56.0185	2.08333	39.5	255
3001917	1	876	4	206	23.516	0.684932	39.2	255
3002156	1	1149	7	656	57.0931	0.913838	38.7	113
3002721	1	645	9	392	60.7752	2.09302	38.9	255
3002321	1	882	5	450	51.0204	0.85034	39.5	255
3002035	1	1146	4	300	26.178	0.52356	39.7	255
3002124	1	1146	4	300	26.178	0.52356	39.7	255
3002740	1	645	8	243	37.6744	1.86047	38.8	255
3002043	1	1146	4	300	26.178	0.52356	39.7	255
3002389	1	876	2	150	17.1233	0.342466	37.1	255
3000924	1	861	1	150	17.4216	0.174216	36.4	255
3003100	1	765	7	514	67.1895	1.37255	39.1	110
3001037	1	861	1	150	17.4216	0.174216	36.4	255
3000896	1	861	1	150	17.4216	0.174216	36.4	255
3002021	1	1149	23	558	48.564	2.99478	39	255
3000976	1	861	1	150	17.4216	0.174216	36.4	255
3001398	1	828	33	421	50.8454	5.97826	39.1	255
3003166	1	876	4	206	23.516	0.684932	39.2	255
3001929	1	876	4	206	23.516	0.684932	39.2	255
3000793	1	3123	3	450	14.4092	0.144092	38.3	255
3000950	1	861	1	150	17.4216	0.174216	36.4	255
3003096	1	966	3	209	21.6356	0.465839	39.8	255
3000935	1	861	1	150	17.4216	0.174216	36.4	255
3002055	1	1134	4	300	26.455	0.529101	39.7	255
3002031	1	1143	4	300	26.2467	0.524934	39.7	255
3002728	1	681	9	392	57.5624	1.98238	38.9	255
3002128	1	1146	3	300	26.178	0.39267	39.6	255
3001029	1	861	1	150	17.4216	0.174216	36.4	255
3001968	1	861	4	206	23.9257	0.696864	39.2	255
3002775	1	681	9	392	57.5624	1.98238	38.9	255
3002072	1	1146	4	300	26.178	0.52356	39.7	255
3001005	1	861	1	150	17.4216	0.174216	36.4	255
3000911	1	843	1	150	17.7936	0.177936	36.4	255
3002369	1	927	1	150	16.1812	0.161812	39.8	255
3002074	1	1143	4	300	26.2467	0.524934	39.7	255
3000518	1	633	1	149	23.5387	0.235387	39.9	255
3002329	1	882	5	450	51.0204	0.85034	39.5	255
3003056	1	3123	1	150	4.80307	0.0480307	39	255
3002000	1	876	4	206	23.516	0.684932	39.2	255
3001374	1	861	1	150	17.4216	0.174216	36.4	255
3000931	1	861	1	150	17.4216	0.174216	36.4	255
3002087	1	1146	4	300	26.178	0.52356	39.7	255
3002103	1	1146	4	300	26.178	0.52356	39.7	255
3002378	1	900	2	300	33.3333	0.333333	36.1	255
3002997	1	783	1	150	19.1571	0.191571	39.9	1
3001997	1	876	4	206	23.516	0.684932	39.2	255
3001400	1	804	2	150	18.6567	0.373134	39.6	255
3002061	1	1146	3	300	26.178	0.39267	39.6	255
3002416	1	876	2	150	17.1233	0.342466	37.1	255
3001430	1	738	45	632	85.6369	9.11924	39.1	238
3000918	1	861	1	150	17.4216	0.174216	36.4	255
3002363	1	927	1	150	16.1812	0.161812	39.8	1
3001019	1	861	1	150	17.4216	0.174216	36.4	255
3002599	1	987	30	547	55.4205	4.51368	39.5	238
3002325	1	882	5	450	51.0204	0.85034	39.5	204
3002339	1	864	12	484	56.0185	2.08333	39.5	255
3002337	1	864	12	484	56.0185	2.08333	39.5	234
3002782	1	645	9	392	60.7752	2.09302	38.9	255
3000987	1	861	1	150	17.4216	0.174216	36.4	255
3002330	1	864	12	484	56.0185	2.08333	39.5	234
3002763	1	645	3	300	46.5116	0.696124	38.5	255
3000412	1	816	6	378	46.3235	1.10294	39.1	255
3000955	1	861	1	150	17.4216	0.174216	36.4	255
3001001	1	861	1	150	17.4216	0.174216	36.4	255
3002082	1	1146	4	300	26.178	0.52356	39.7	255
3001811	1	804	2	150	18.6567	0.373134	39.6	35
3001521	1	825	35	742	89.9394	6.36364	39.4	229
3002180	1	1146	1	150	13.089	0.13089	39.7	255
3002377	1	900	2	300	33.3333	0.333333	36.1	255
3000167	1	1191	15	875	73.4677	1.87993	39.2	255
3002694	1	1260	28	1036	82.2222	3.32698	39.4	255
3002034	1	1146	4	300	26.178	0.52356	39.7	255
3002714	1	645	9	392	60.7752	2.09302	38.9	255
3001922	1	876	4	206	23.516	0.684932	39.2	255
3000963	1	861	1	150	17.4216	0.174216	36.4	255
3001369	1	861	1	150	17.4216	0.174216	36.4	255
3002349	1	864	12	484	56.0185	2.08333	39.5	255
3002163	1	1149	7	656	57.0931	0.913838	38.7	255
3000361	1	1221	5	534	43.7346	0.614251	36.6	117
3002580	1	612	30	550	89.8693	7.29412	39.5	221
3002090	1	1146	3	300	26.178	0.39267	39.6	255
3002592	1	519	27	413	79.5761	7.77649	39.6	227
3002577	1	555	27	413	74.4144	7.27207	39.6	255
3001386	1	861	1	150	17.4216	0.174216	36.4	255
3000899	1	858	1	150	17.4825	0.174825	36.4	255
3002315	1	882	5	450	51.0204	0.85034	39.5	255
3001916	1	876	4	206	23.516	0.684932	39.2	255
3000898	1	861	1	150	17.4216	0.174216	36.4	255
3001000	1	861	1	150	17.4216	0.174216	36.4	255
3002114	1	1146	4	300	26.178	0.52356	39.7	255
3002660	1	837	37	589	70.3704	6.59379	38.8	255
3002693	1	1260	28	1036	82.2222	3.32698	39.4	146
3002699	1	1266	3	293	23.1438	0.349131	39.8	255
3001884	1	876	4	206	23.516	0.684932	39.2	255
3002748	1	645	1	150	23.2558	0.232558	35.5	255
3002182	1	1149	23	558	48.564	2.98607	39	244
3001974	1	876	4	206	23.516	0.684932	39.2	255
3002785	1	645	1	150	23.2558	0.232558	35.5	255
3000981	1	783	1	150	19.1571	0.191571	36.4	255
3002576	1	555	27	413	74.4144	7.27207	39.6	246
3000410	1	840	94	755	89.881	16.719	39	255
3001431	1	801	1	150	18.7266	0.187266	40	255
3000891	1	858	1	150	17.4825	0.174825	36.4	255
3001799	1	828	45	632	76.3285	8.12802	39.1	238
3002052	1	1146	4	300	26.178	0.52356	39.7	255
3002025	1	1146	4	300	26.178	0.52356	39.7	255
3001035	1	858	1	150	17.4825	0.174825	36.4	255
3000946	1	861	1	150	17.4216	0.174216	36.4	255
3002744	1	681	3	300	44.0529	0.659325	38.5	255
3002028	1	1146	4	300	26.178	0.52356	39.7	255
3000216	1	3150	7	761	24.1587	0.333333	39.6	255
3001397	1	828	45	632	76.3285	8.12802	39.1	221
3002161	1	1149	7	656	57.0931	0.913838	38.7	255
3001046	1	861	1	150	17.4216	0.174216	36.4	255
3002030	1	1149	23	558	48.564	2.98607	39	255
3000566	1	1188	16	986	82.9966	2.01936	39.3	255
3002171	1	1146	1	150	13.089	0.13089	39.7	255
3000957	1	861	1	150	17.4216	0.174216	36.4	255
3002858	1	498	2	151	30.3213	0.60241	36.6	255
3002099	1	1146	3	300	26.178	0.39267	39.6	255
3001402	1	801	24	737	92.01	4.4794	39.4	255
3001022	1	861	1	150	17.4216	0.174216	36.4	255
3002076	1	1146	3	300	26.178	0.39267	39.6	255
3002481	1	915	11	732	80	1.78907	39.5	255
3002802	1	657	1	141	21.4612	0.214612	40	255
3001499	1	801	24	741	92.5094	4.49438	39.4	234
3002313	1	882	5	450	51.0204	0.85034	39.5	255
3001013	1	861	1	150	17.4216	0.174216	36.4	255
3000993	1	861	1	150	17.4216	0.174216	36.4	255
3002615	1	792	72	445	56.1869	13.6364	39.5	227
3002107	1	1146	4	300	26.178	0.52356	39.7	255
3002174	1	1146	1	150	13.089	0.13089	39.7	255
3002057	1	1146	3	300	26.178	0.39267	39.6	255
3000923	1	861	1	150	17.4216	0.174216	36.4	255
3002322	1	882	5	450	51.0204	0.85034	39.5	255
3002094	1	1146	4	300	26.178	0.52356	39.7	255
3001214	1	1233	1	150	12.1655	0.121655	36.7	255
3002370	1	900	2	300	33.3333	0.333333	36.1	255
3001411	1	774	24	733	94.7028	4.59948	39.4	255
3001890	1	876	4	206	23.516	0.684932	39.2	255
3002760	1	645	1	150	23.2558	0.232558	39.8	255
3001802	1	828	45	632	76.3285	8.12802	39.1	249
3000998	1	861	1	150	17.4216	0.174216	36.4	255
3003157	1	861	1	150	17.4216	0.174216	36.4	255
3001043	1	858	1	150	17.4825	0.174825	36.4	255
3000778	1	1221	1	150	12.285	0.12285	38.3	255
3002602	1	780	51	445	57.0513	9.80769	39.4	250
3002041	1	1143	4	300	26.2467	0.524934	39.7	255
3001895	1	876	4	206	23.516	0.684932	39.2	255
3000616	1	1218	1	150	12.3153	0.123153	40	255
3002178	1	1146	1	150	13.089	0.13089	39.7	255
3003676	1	555	27	413	74.4144	7.27207	39.6	227
3002064	1	1146	3	300	26.178	0.39267	39.6	255
3001007	1	861	1	150	17.4216	0.174216	36.4	255
3002622	1	834	2	188	22.542	0.359712	39.8	255
3000316	1	906	21	818	90.287	3.47682	38.9	255
3002411	1	873	2	150	17.1821	0.343643	37.1	128
3000977	1	861	1	150	17.4216	0.174216	36.4	255
3002085	1	1146	3	300	26.178	0.39267	39.6	255
3002159	1	1149	7	656	57.0931	0.913838	38.7	255
3001956	1	876	4	206	23.516	0.684932	39.2	255
3003165	1	876	4	206	23.516	0.684932	39.2	255
3001775	1	801	3	206	25.7179	0.561798	39.8	14.3
3002780	1	645	9	392	60.7752	2.09302	38.9	255
3002769	1	681	9	392	57.5624	1.98238	38.9	255
3002167	1	1146	1	150	13.089	0.13089	39.7	255
3002755	1	645	9	392	60.7752	2.09302	38.9	255
3002126	1	1146	3	300	26.178	0.39267	39.6	255
3002792	1	654	5	501	76.6055	1.14526	39.5	255
3001487	1	828	45	632	76.3285	8.12802	39.1	221
3002345	1	864	12	484	56.0185	2.08333	39.5	255
3000914	1	861	1	150	17.4216	0.174216	36.4	255
3000967	1	861	1	150	17.4216	0.174216	36.4	255
3002316	1	882	5	450	51.0204	0.85034	39.5	255
3001004	1	861	1	150	17.4216	0.174216	36.4	255
3001042	1	861	1	150	17.4216	0.174216	36.4	255
3001969	1	864	4	206	23.8426	0.694444	39.2	255
3001941	1	876	4	206	23.516	0.684932	39.2	255
3002394	1	876	2	150	17.1233	0.342466	37.1	255
3002412	1	873	2	150	17.1821	0.343643	37.1	255
3000794	1	3078	6	750	24.3665	0.292398	38.9	255
3001866	1	876	4	206	23.516	0.684932	39.2	255
3001914	1	876	4	206	23.516	0.684932	39.2	255
3002722	1	645	8	243	37.6744	1.86047	38.8	255
3001810	1	828	3	186	22.4638	0.543478	39.9	255
3000960	1	861	1	150	17.4216	0.174216	36.4	255
3001500	1	801	24	741	92.5094	4.49438	39.4	255
3002334	1	864	12	484	56.0185	2.08333	39.5	255
3001016	1	861	1	150	17.4216	0.174216	36.4	255
3001991	1	876	3	150	17.1233	0.513699	39.1	255
3001495	1	801	24	741	92.5094	4.49438	39.4	223
3002113	1	1146	4	300	26.178	0.52356	39.7	192
3002581	1	612	30	550	89.8693	7.29412	39.5	238
3000230	1	534	8	402	75.2809	2.24719	39.8	255
3002037	1	1146	4	300	26.178	0.52356	39.7	255
3002022	1	1149	23	558	48.564	2.99478	39	255
3002185	1	1152	15	789	68.4896	1.95226	39.7	221
3001921	1	876	4	206	23.516	0.684932	39.2	255
3002535	1	861	1	150	17.4216	0.174216	40	255
3001053	1	861	1	150	17.4216	0.174216	36.4	255
3003180	1	882	5	450	51.0204	0.85034	39.5	255
3002619	1	792	76	445	56.1869	14.3939	39.2	228
3001406	1	801	24	741	92.5094	4.49438	39.4	234
3002075	1	1146	4	300	26.178	0.52356	39.7	255
3000986	1	858	1	147	17.1329	0.171329	36.3	255
3002017	1	1146	4	300	26.178	0.52356	39.7	255
3001414	1	801	24	741	92.5094	4.49438	39.4	255
3002730	1	681	9	392	57.5624	1.98238	38.9	255
3003610	1	801	24	741	92.5094	4.49438	39.4	255
3002605	1	789	5	577	73.1305	0.926489	38.2	167
3000952	1	861	1	150	17.4216	0.174216	36.4	255
3000886	1	861	1	150	17.4216	0.174216	36.4	255
3000491	1	3114	5	667	21.4194	0.240848	39.9	255
3003099	1	765	5	454	59.3464	0.980392	38.9	255
3002344	1	864	12	484	56.0185	2.08333	39.5	213
3002029	1	1152	4	300	26.0417	0.520833	39.7	255
3002696	1	1260	28	1036	82.2222	3.32698	39.4	219
3000910	1	861	1	150	17.4216	0.174216	36.4	255
3001962	1	876	4	206	23.516	0.684932	39.2	255
3003173	1	1146	1	150	13.089	0.13089	39.7	255
3001393	1	861	1	150	17.4216	0.174216	36.4	255
3002123	1	1146	4	300	26.178	0.52356	39.7	255
3001023	1	861	1	150	17.4216	0.174216	36.4	255
3002348	1	864	12	484	56.0185	2.08333	39.5	255
3002607	1	798	3	372	46.6165	0.56391	39.1	255
3002741	1	681	9	392	57.5624	1.98238	38.9	255
3000780	1	1251	1	150	11.9904	0.119904	40	255
3000502	1	3105	5	652	20.9984	0.241546	39.1	255
3001058	1	852	1	150	17.6056	0.176056	36.4	255
3002392	1	873	2	150	17.1821	0.343643	37.1	128
3002190	1	1152	28	764	66.3194	3.64149	39	228
3000941	1	783	1	150	19.1571	0.191571	36.4	255
3002048	1	1146	3	300	26.178	0.39267	39.6	255
3002839	1	822	1	150	18.2482	0.182482	40	37
3002186	1	1149	27	754	65.6223	3.52132	39	208
3001857	1	1146	4	299	26.0908	0.521815	39.7	255
3001829	1	1143	1	150	13.1234	0.131234	39.6	255
3003104	1	765	7	514	67.1895	1.37255	39.1	255
3002374	1	900	2	300	33.3333	0.333333	36.1	128
3002060	1	1146	3	300	26.178	0.39267	39.6	255
3002120	1	1146	3	300	26.178	0.39267	39.6	255
3002776	1	645	3	300	46.5116	0.697674	38.5	255
3002056	1	1146	3	300	26.178	0.39267	39.6	255
3002826	1	1227	5	534	43.5208	0.611247	36.6	162
3001026	1	861	1	150	17.4216	0.174216	36.4	255
3001034	1	861	1	150	17.4216	0.174216	36.4	255
3000994	1	861	1	150	17.4216	0.174216	36.4	255
3000948	1	861	1	150	17.4216	0.174216	36.4	255
3002367	1	927	1	150	16.1812	0.161812	39.8	255
3002027	1	1146	4	300	26.178	0.52356	39.7	255
