#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
3000912	1	861	2	188	21.8351	0.348432	37.8	255
3002375	1	900	3	396	44	0.5	34.4	255
3000954	1	861	2	188	21.8351	0.348432	37.8	255
3002733	1	681	18	476	69.8972	3.96476	38.6	255
3002604	1	789	8	544	68.948	1.52091	37.6	140
3000796	1	3114	8	377	12.1066	0.385356	38.9	255
3001045	1	861	2	188	21.8351	0.348432	37.8	255
3001057	1	861	2	188	21.8351	0.348432	37.8	255
3002020	1	1149	43	592	51.5231	5.59095	39.1	255
3002724	1	681	18	476	69.8972	3.96476	38.6	255
3003103	1	765	13	624	81.5686	2.54902	38.7	179
3002612	1	792	127	445	56.1869	24.053	38.8	243
3002676	1	633	6	530	83.7283	1.4218	38.8	255
3000830	1	1374	6	414	30.131	0.655022	38.1	255
3001055	1	861	2	188	21.8351	0.348432	37.8	255
3002318	1	882	10	640	72.5624	1.70068	39.1	255
3000173	1	1218	59	976	80.1314	7.26601	37.9	255
3002050	1	1146	6	446	38.918	0.78534	39.5	255
3000944	1	861	2	188	21.8351	0.348432	37.8	255
3003002	1	966	6	209	21.6356	0.931677	39.5	255
3002036	1	1146	8	446	38.918	1.04712	39.5	255
3002343	1	864	25	484	56.0185	4.34028	38.9	255
3001407	1	795	4	447	56.2264	0.750943	39.5	130
3000983	1	861	2	188	21.8351	0.348432	37.8	255
3001919	1	876	8	206	23.516	1.36986	38.8	255
3001002	1	861	2	188	21.8351	0.348432	37.8	255
3002341	1	864	25	484	56.0185	4.34028	38.9	235
3002117	1	1146	6	446	38.918	0.78534	39.5	255
3002600	1	1005	54	413	41.0945	8.04279	39.3	250
3001383	1	861	2	188	21.8351	0.348432	37.8	255
3001416	1	828	66	421	50.8454	11.9565	38.9	255
3000959	1	861	2	188	21.8351	0.348432	37.8	255
3002112	1	1146	6	446	38.918	0.78534	39.5	255
3002332	1	864	25	484	56.0185	4.34028	38.9	235
3002168	1	1146	2	170	14.8342	0.26178	39.7	255
3001948	1	876	8	206	23.516	1.36986	38.8	255
3003094	1	765	15	624	81.5686	2.94118	38.5	204
3002797	1	657	6	377	57.382	1.36682	39.1	255
3002695	1	1260	56	1046	83.0159	6.65397	39.3	125
3001024	1	861	2	188	21.8351	0.348432	37.8	255
3002032	1	1146	8	446	38.918	1.04712	39.5	255
3002078	1	1146	6	446	38.918	0.78534	39.5	255
3002727	1	681	4	458	67.254	0.881057	37.3	255
3002019	1	1149	43	592	51.5231	5.59095	39.1	255
3002015	1	1143	8	446	39.0201	1.04987	39.5	255
3002751	1	645	18	476	73.7984	4.18605	38.6	255
3002376	1	900	3	396	44	0.5	34.4	255
3000958	1	861	2	188	21.8351	0.348432	37.8	255
3003095	1	768	11	624	81.25	2.14844	38.4	255
3001967	1	861	8	206	23.9257	1.39373	38.8	255
3001874	1	846	8	206	24.3499	1.41844	38.8	255
3002071	1	1146	6	446	38.918	0.78534	39.5	255
3002098	1	1146	6	446	38.918	0.78534	39.5	255
3000883	1	861	2	188	21.8351	0.348432	37.8	255
3000934	1	861	2	188	21.8351	0.348432	37.8	255
3002073	1	1146	8	446	38.918	1.04712	39.5	255
3000888	1	861	2	188	21.8351	0.348432	37.8	255
3003005	1	966	6	209	21.6356	0.931677	39.5	170
3001804	1	798	48	744	93.2331	8.99373	39.1	255
3002111	1	1131	1	144	12.7321	0.127321	39.2	255
3002108	1	1146	6	446	38.918	0.78534	39.5	255
3001384	1	861	2	188	21.8351	0.348432	37.8	255
3001960	1	876	8	206	23.516	1.36986	38.8	255
3002129	1	1146	6	446	38.918	0.78534	39.5	255
3002046	1	1146	6	446	38.918	0.78534	39.5	255
3001041	1	861	2	188	21.8351	0.348432	37.8	255
3001898	1	876	8	206	23.516	1.36986	38.8	255
3001015	1	861	2	188	21.8351	0.348432	37.8	255
3002767	1	645	4	458	71.0078	0.930233	37.3	255
3002346	1	864	25	484	56.0185	4.34028	38.9	255
3003553	1	1149	2	151	13.1419	0.251523	38.5	255
3001032	1	861	2	188	21.8351	0.348432	37.8	255
3002390	1	876	4	206	23.516	0.684932	36.9	255
3002062	1	1146	6	446	38.918	0.78534	39.5	255
3003067	1	1404	2	226	16.0969	0.213675	39.3	255
3002738	1	681	4	458	67.254	0.881057	37.3	255
3002715	1	645	2	234	36.2791	0.465116	38.9	255
3002739	1	681	4	458	67.254	0.881057	37.3	255
3000873	1	861	2	188	21.8351	0.348432	37.8	255
3002757	1	645	18	476	73.7984	4.18605	38.6	255
3000975	1	861	2	188	21.8351	0.348432	37.8	255
3001021	1	861	2	188	21.8351	0.348432	37.8	255
3002096	1	1146	6	446	38.918	0.78534	39.5	255
3000984	1	861	2	188	21.8351	0.348432	37.8	255
3002169	1	1146	2	170	14.8342	0.26178	39.7	255
3001216	1	1209	8	366	30.273	0.992556	34.6	255
3001391	1	861	2	188	21.8351	0.348432	37.8	255
3002790	1	657	6	377	57.382	1.36682	39.1	255
3002774	1	645	18	476	73.7984	4.18605	38.6	255
3001797	1	801	6	206	25.7179	1.1236	39.8	255
3000792	1	1248	3	406	32.5321	0.360577	37.4	255
3002783	1	645	18	476	73.7984	4.18605	38.6	255
3002794	1	657	6	377	57.382	1.36682	39.1	255
3000937	1	861	2	188	21.8351	0.348432	37.8	255
3002181	1	1146	2	170	14.8342	0.26178	39.7	255
3000903	1	861	2	188	21.8351	0.348432	37.8	255
3002720	1	681	18	476	69.8972	3.96476	38.6	255
3001864	1	876	8	206	23.516	1.36986	38.8	255
3000874	1	861	2	188	21.8351	0.348432	37.8	255
3002162	1	1149	12	600	52.2193	1.56658	38.7	212
3001373	1	861	2	188	21.8351	0.348432	37.8	255
3002410	1	873	4	206	23.5968	0.687285	36.9	255
3002591	1	519	54	413	79.5761	15.5665	39.3	217
3000893	1	858	2	188	21.9114	0.34965	37.8	255
3002801	1	657	3	304	46.2709	0.649924	39.5	0
3002314	1	882	10	640	72.5624	1.70068	39.1	255
3002040	1	1143	8	446	39.0201	1.04987	39.5	255
3001408	1	801	48	747	93.2584	8.98627	39.1	255
3001892	1	876	8	206	23.516	1.36986	38.8	255
3001018	1	861	2	188	21.8351	0.348432	37.8	255
3000990	1	861	2	188	21.8351	0.348432	37.8	255
3002533	1	861	2	227	26.3647	0.348432	40	255
3002338	1	864	25	484	56.0185	4.34028	38.9	245
3002336	1	864	25	484	56.0185	4.34028	38.9	255
3002764	1	681	2	234	34.3612	0.440529	38.9	255
3001051	1	861	2	188	21.8351	0.348432	37.8	255
3000166	1	1206	2	228	18.9055	0.248756	39.9	255
3003071	1	900	8	413	45.8889	1.33333	39.6	255
3001048	1	861	2	188	21.8351	0.348432	37.8	255
3000951	1	861	2	188	21.8351	0.348432	37.8	255
3002324	1	876	10	634	72.3744	1.69863	39.1	255
3002039	1	1146	6	446	38.918	0.78534	39.5	255
3000194	1	1920	4	331	17.2396	0.310937	39.5	128
3002326	1	882	10	640	72.5624	1.70068	39.1	255
3002732	1	681	18	476	69.8972	3.96476	38.6	255
3002617	1	792	123	445	56.1869	23.2955	39.1	224
3001930	1	876	8	206	23.516	1.36986	38.8	255
3000921	1	861	2	188	21.8351	0.348432	37.8	255
3002155	1	1149	12	600	52.2193	1.56658	38.7	255
3003105	1	489	2	183	37.4233	0.613497	39.2	255
3001943	1	876	8	206	23.516	1.36986	38.8	255
3002024	1	1146	6	446	38.918	0.78534	39.5	255
3001822	1	1146	2	223	19.459	0.26178	39.5	255
3000962	1	861	2	188	21.8351	0.348432	37.8	255
3002772	1	681	18	476	69.8972	3.96476	38.6	255
3000254	1	1539	2	240	15.5945	0.194932	38.9	255
3000997	1	861	2	188	21.8351	0.348432	37.8	255
3000969	1	861	2	188	21.8351	0.348432	37.8	255
3002351	1	864	25	484	56.0185	4.34028	38.9	255
3002716	1	681	18	476	69.8972	3.96476	38.6	255
3000970	1	861	2	188	21.8351	0.348432	37.8	255
3002084	1	1146	6	446	38.918	0.78534	39.5	255
3001977	1	876	8	206	23.516	1.36986	38.8	255
3001047	1	858	2	188	21.9114	0.34965	37.8	255
3001426	1	828	90	632	76.3285	16.2742	38.9	249
3002170	1	1146	2	170	14.8342	0.26178	39.7	255
3000973	1	861	2	188	21.8351	0.348432	37.8	255
3002734	1	645	18	476	73.7984	4.18605	38.6	114
3002160	1	1149	12	600	52.2193	1.56658	38.7	255
3002618	1	792	145	445	56.1869	27.4621	38.8	255
3000939	1	861	2	188	21.8351	0.348432	37.8	255
3001012	1	861	2	188	21.8351	0.348432	37.8	255
3002756	1	681	18	476	69.8972	3.96476	38.6	255
3002013	1	1146	8	446	38.918	1.04712	39.5	255
3001329	1	1227	8	538	43.8468	0.977995	38.5	255
3001378	1	861	2	188	21.8351	0.348432	37.8	255
3002373	1	900	3	396	44	0.5	34.4	255
3001710	1	825	71	755	91.5152	12.8982	39.1	214
3001801	1	801	48	747	93.2584	8.98627	39.1	255
3002761	1	681	2	234	34.3612	0.440529	38.9	255
3000892	1	858	2	188	21.9114	0.34965	37.8	255
3001856	1	1146	6	446	38.918	0.78534	39.5	255
3002414	1	873	4	206	23.5968	0.687285	36.9	255
3003197	1	792	106	445	56.1869	20.0758	38.9	250
3000956	1	834	2	188	22.542	0.359712	37.8	255
3002333	1	864	25	484	56.0185	4.34028	38.9	255
3002601	1	792	145	445	56.1869	27.4621	39	202
3003576	1	1644	2	274	16.6667	0.182482	39.9	255
3002116	1	1146	6	446	38.918	0.78534	39.5	255
3001028	1	861	2	188	21.8351	0.348432	37.8	255
3002054	1	1146	8	446	38.918	1.04712	39.5	255
3000882	1	861	2	188	21.8351	0.348432	37.8	255
3001896	1	876	8	206	23.516	1.36986	38.8	255
3001821	1	1146	2	223	19.459	0.26178	39.5	255
3002177	1	1146	2	170	14.8342	0.26178	39.7	255
3002038	1	1146	8	446	38.918	1.04712	39.5	255
3001410	1	828	90	632	76.3285	16.2742	38.9	244
3002065	1	1152	8	446	38.7153	1.04167	39.5	255
3000982	1	861	2	188	21.8351	0.348432	37.8	255
3002793	1	657	6	377	57.382	1.36682	39.1	255
3002088	1	1146	6	446	38.918	0.78534	39.5	255
3002183	1	1149	49	771	67.1018	6.38555	39.1	188
3001025	1	861	2	188	21.8351	0.348432	37.8	255
3002079	1	1146	6	446	38.918	0.78534	39.5	255
3001382	1	858	2	188	21.9114	0.34965	37.8	255
3002798	1	657	6	377	57.382	1.36682	39.1	255
3002127	1	1146	6	446	38.918	0.78534	39.5	255
3001390	1	858	2	188	21.9114	0.34965	37.8	255
3002747	1	645	18	476	73.7984	4.18605	38.6	255
3002044	1	1140	6	440	38.5965	0.784211	39.5	255
3001423	1	801	48	747	93.2584	8.98627	39.1	255
3002340	1	864	25	484	56.0185	4.34028	38.9	255
3000900	1	861	2	188	21.8351	0.348432	37.8	255
3002736	1	645	16	243	37.6744	3.72093	38.5	255
3003001	1	966	6	209	21.6356	0.931677	39.5	255
3002051	1	1146	6	446	38.918	0.78534	39.5	255
3001394	1	861	2	188	21.8351	0.348432	37.8	255
3002319	1	852	10	640	75.1174	1.76056	39.1	255
3002093	1	1146	6	446	38.918	0.78534	39.5	255
3000878	1	861	2	188	21.8351	0.348432	37.8	255
3002342	1	864	25	484	56.0185	4.34028	38.9	255
3001917	1	876	8	206	23.516	1.36986	38.8	255
3002156	1	1149	12	600	52.2193	1.56658	38.7	130
3002721	1	645	18	476	73.7984	4.18605	38.6	255
3002321	1	882	10	640	72.5624	1.70068	39.1	255
3002035	1	1146	8	446	38.918	1.04712	39.5	255
3002124	1	1146	6	446	38.918	0.78534	39.5	255
3002740	1	645	16	243	37.6744	3.72093	38.5	255
3002043	1	1146	8	446	38.918	1.04712	39.5	255
3002389	1	876	4	206	23.516	0.684932	36.9	255
3000924	1	861	2	188	21.8351	0.348432	37.8	255
3003100	1	765	13	624	81.5686	2.54902	38.7	99.8
3001037	1	861	2	188	21.8351	0.348432	37.8	255
3000896	1	861	2	188	21.8351	0.348432	37.8	255
3002021	1	1149	43	592	51.5231	5.60836	39.1	255
3000976	1	861	2	188	21.8351	0.348432	37.8	255
3001398	1	828	66	421	50.8454	11.9565	38.9	255
3003166	1	876	8	206	23.516	1.36986	38.8	255
3001929	1	876	8	206	23.516	1.36986	38.8	255
3000793	1	3123	6	601	19.2443	0.288184	38.4	255
3000950	1	861	2	188	21.8351	0.348432	37.8	255
3003096	1	966	6	209	21.6356	0.931677	39.5	255
3000935	1	861	2	188	21.8351	0.348432	37.8	255
3002055	1	1134	6	434	38.2716	0.783069	39.5	255
3002031	1	1143	6	446	39.0201	0.787402	39.5	255
3002728	1	681	18	476	69.8972	3.96476	38.6	255
3002128	1	1146	6	446	38.918	0.78534	39.5	255
3001029	1	861	2	188	21.8351	0.348432	37.8	255
3001968	1	861	8	206	23.9257	1.39373	38.8	255
3002775	1	681	18	476	69.8972	3.96476	38.6	255
3002072	1	1146	8	446	38.918	1.04712	39.5	255
3001005	1	861	2	188	21.8351	0.348432	37.8	255
3000911	1	843	2	188	22.3013	0.355872	37.8	255
3002369	1	927	1	150	16.1812	0.161812	39.8	255
3002074	1	1143	8	446	39.0201	1.04987	39.5	255
3000518	1	633	1	149	23.5387	0.235387	39.9	255
3002329	1	882	10	640	72.5624	1.70068	39.1	255
3003056	1	3123	1	150	4.80307	0.0480307	39	255
3002000	1	876	8	206	23.516	1.36986	38.8	255
3001374	1	861	2	188	21.8351	0.348432	37.8	255
3000931	1	861	2	188	21.8351	0.348432	37.8	255
3002087	1	1146	8	446	38.918	1.04712	39.5	255
3002103	1	1146	6	446	38.918	0.78534	39.5	255
3002378	1	900	3	396	44	0.5	34.4	255
3002997	1	783	2	204	26.0536	0.383142	39.7	255
3001997	1	876	8	206	23.516	1.36986	38.8	255
3001400	1	804	4	257	31.9652	0.746269	39.2	255
3002061	1	1146	6	446	38.918	0.78534	39.5	255
3002416	1	876	4	206	23.516	0.684932	36.9	255
3001430	1	738	90	632	85.6369	18.2588	38.9	238
3000918	1	861	2	188	21.8351	0.348432	37.8	255
3002363	1	927	1	150	16.1812	0.161812	39.8	255
3001019	1	861	2	188	21.8351	0.348432	37.8	255
3002599	1	987	57	547	55.4205	8.60993	39.2	233
3002325	1	882	10	640	72.5624	1.70068	39.1	255
3002339	1	864	25	484	56.0185	4.34028	38.9	255
3002337	1	864	25	484	56.0185	4.34028	38.9	214
3002782	1	645	18	476	73.7984	4.18605	38.6	255
3000987	1	861	2	188	21.8351	0.348432	37.8	255
3002330	1	864	25	484	56.0185	4.34028	38.9	255
3002763	1	645	4	458	71.0078	0.930233	37.3	255
3000412	1	816	13	584	71.5686	2.38971	39.1	255
3000955	1	861	2	188	21.8351	0.348432	37.8	255
3001001	1	861	2	188	21.8351	0.348432	37.8	255
3002082	1	1146	6	446	38.918	0.78534	39.5	255
3001811	1	804	4	257	31.9652	0.746269	39.2	35
3001521	1	825	65	755	91.5152	11.8182	39.1	227
3002180	1	1146	2	170	14.8342	0.26178	39.7	1
3002377	1	900	3	396	44	0.5	34.4	255
3000167	1	1191	30	940	78.9253	3.75567	38.7	255
3002694	1	1260	56	1046	83.0159	6.65397	39.3	255
3002034	1	1146	8	446	38.918	1.04712	39.5	255
3002714	1	645	18	476	73.7984	4.18605	38.6	255
3001922	1	876	8	206	23.516	1.36986	38.8	255
3000963	1	861	2	188	21.8351	0.348432	37.8	255
3001369	1	861	2	188	21.8351	0.348432	37.8	255
3002349	1	864	25	484	56.0185	4.34028	38.9	255
3002163	1	1149	14	797	69.3647	1.82768	38.8	220
3000361	1	1221	10	683	55.9378	1.22359	37	111
3002580	1	612	57	550	89.8693	13.9003	39.2	251
3002090	1	1146	6	446	38.918	0.78534	39.5	255
3002592	1	519	54	413	79.5761	15.5665	39.3	236
3002577	1	555	54	413	74.4144	14.5568	39.3	236
3001386	1	861	2	188	21.8351	0.348432	37.8	255
3000899	1	858	2	188	21.9114	0.34965	37.8	255
3002315	1	882	10	640	72.5624	1.70068	39.1	204
3001916	1	876	8	206	23.516	1.36986	38.8	255
3000898	1	861	2	188	21.8351	0.348432	37.8	255
3001000	1	861	2	188	21.8351	0.348432	37.8	255
3002114	1	1146	6	446	38.918	0.78534	39.5	255
3002660	1	837	74	731	87.3357	13.1959	38.7	255
3002693	1	1260	56	1046	83.0159	6.65397	39.3	187
3002699	1	1266	6	367	28.9889	0.702212	39.3	255
3001884	1	876	8	206	23.516	1.36986	38.8	255
3002182	1	1149	43	592	51.5231	5.59095	39.1	255
3001974	1	876	8	206	23.516	1.36986	38.8	255
3000981	1	783	2	188	24.0102	0.383142	37.8	255
3002576	1	555	54	413	74.4144	14.5568	39.3	255
3000410	1	840	185	769	91.5476	32.9512	38.8	255
3001431	1	801	2	218	27.216	0.374532	39.9	255
3000891	1	858	2	188	21.9114	0.34965	37.8	255
3001799	1	828	90	632	76.3285	16.2742	38.9	249
3002052	1	1146	6	446	38.918	0.78534	39.5	255
3002025	1	1146	6	446	38.918	0.78534	39.5	255
3001035	1	858	2	188	21.9114	0.34965	37.8	255
3000946	1	861	2	188	21.8351	0.348432	37.8	255
3002744	1	681	4	458	67.254	0.881057	37.3	255
3002028	1	1146	6	446	38.918	0.78534	39.5	255
3000216	1	3150	14	1087	34.5079	0.666667	39	255
3001397	1	828	90	632	76.3285	16.2742	38.9	213
3002161	1	1149	14	797	69.3647	1.82768	38.8	255
3001046	1	861	2	188	21.8351	0.348432	37.8	255
3002030	1	1149	43	592	51.5231	5.59095	39.1	255
3000566	1	1188	32	1123	94.5286	4.03788	39.2	255
3002171	1	1146	2	170	14.8342	0.26178	39.7	255
3000957	1	861	2	188	21.8351	0.348432	37.8	255
3002858	1	498	4	247	49.5984	1.20482	36.3	255
3002099	1	1146	6	446	38.918	0.78534	39.5	255
3001402	1	801	48	743	92.7591	8.95755	39.1	255
3001022	1	861	2	188	21.8351	0.348432	37.8	255
3002076	1	1146	6	446	38.918	0.78534	39.5	170
3002481	1	915	22	864	94.4262	3.57705	39.2	255
3002802	1	657	3	304	46.2709	0.649924	39.5	255
3001499	1	801	48	747	93.2584	8.98627	39.1	255
3002313	1	882	10	640	72.5624	1.70068	39.1	255
3001013	1	861	2	188	21.8351	0.348432	37.8	255
3000993	1	861	2	188	21.8351	0.348432	37.8	255
3002615	1	792	123	445	56.1869	23.2955	39.1	230
3002107	1	1146	6	446	38.918	0.78534	39.5	255
3002174	1	1146	2	170	14.8342	0.26178	39.7	255
3002057	1	1146	6	446	38.918	0.78534	39.5	255
3000923	1	861	2	188	21.8351	0.348432	37.8	255
3002322	1	882	10	640	72.5624	1.70068	39.1	255
3002094	1	1146	6	446	38.918	0.78534	39.5	255
3001214	1	1233	3	357	28.9538	0.364964	38.5	255
3002370	1	900	3	396	44	0.5	34.4	255
3001411	1	774	48	737	95.2196	9.15245	39.1	255
3001890	1	876	8	206	23.516	1.36986	38.8	255
3002760	1	645	4	458	71.0078	0.930233	37.3	255
3001802	1	828	90	632	76.3285	16.2742	38.9	238
3000998	1	861	2	188	21.8351	0.348432	37.8	255
3003157	1	861	2	188	21.8351	0.348432	37.8	255
3001043	1	858	2	185	21.5618	0.346154	37.7	255
3000778	1	1221	2	238	19.4922	0.2457	38.1	255
3002602	1	780	74	445	57.0513	14.2308	38.8	234
3002041	1	1143	8	446	39.0201	1.04987	39.5	255
3001895	1	876	8	206	23.516	1.36986	38.8	255
3000616	1	1218	1	150	12.3153	0.123153	40	255
3002178	1	1146	2	170	14.8342	0.26178	39.7	255
3003676	1	555	54	413	74.4144	14.5568	39.3	255
3002064	1	1146	6	446	38.918	0.78534	39.5	255
3001007	1	861	2	188	21.8351	0.348432	37.8	255
3002622	1	834	3	202	24.2206	0.539568	39.7	255
3000316	1	906	41	870	96.0265	6.78808	38.8	255
3002411	1	873	4	206	23.5968	0.687285	36.9	6
3000977	1	861	2	188	21.8351	0.348432	37.8	255
3002085	1	1146	6	446	38.918	0.78534	39.5	255
3002159	1	1149	14	797	69.3647	1.82768	38.8	255
3001956	1	876	8	206	23.516	1.36986	38.8	255
3003165	1	876	8	206	23.516	1.36986	38.8	255
3001775	1	801	6	206	25.7179	1.1236	39.8	6
3002780	1	645	18	476	73.7984	4.18605	38.6	255
3002769	1	681	18	476	69.8972	3.96476	38.6	255
3002167	1	1146	2	170	14.8342	0.26178	39.7	255
3002755	1	645	18	476	73.7984	4.18605	38.6	255
3002126	1	1146	6	446	38.918	0.78534	39.5	255
3002792	1	654	6	377	57.6453	1.37309	39.1	255
3001487	1	828	90	632	76.3285	16.2742	38.9	232
3002345	1	864	25	484	56.0185	4.34028	38.9	255
3000914	1	861	2	188	21.8351	0.348432	37.8	255
3000967	1	861	2	188	21.8351	0.348432	37.8	255
3002316	1	882	10	640	72.5624	1.70068	39.1	255
3001004	1	861	2	188	21.8351	0.348432	37.8	255
3001042	1	861	2	188	21.8351	0.348432	37.8	255
3001969	1	864	8	206	23.8426	1.38889	38.8	255
3001941	1	876	8	206	23.516	1.36986	38.8	255
3002394	1	876	4	206	23.516	0.684932	36.9	255
3002412	1	873	4	206	23.5968	0.687285	36.9	255
3000794	1	3078	12	984	31.9688	0.584795	39	255
3001866	1	876	8	206	23.516	1.36986	38.8	255
3001914	1	876	8	206	23.516	1.36986	38.8	255
3002722	1	645	16	243	37.6744	3.72093	38.5	255
3000960	1	861	2	188	21.8351	0.348432	37.8	255
3001500	1	801	48	747	93.2584	8.98627	39.1	255
3002334	1	864	25	484	56.0185	4.34028	38.9	255
3001016	1	861	2	188	21.8351	0.348432	37.8	255
3001495	1	801	48	747	93.2584	8.98627	39.1	234
3002113	1	1146	8	446	38.918	1.04712	39.5	255
3002581	1	612	57	550	89.8693	13.9003	39.2	233
3000230	1	534	16	484	90.6367	4.49438	39.2	255
3002037	1	1146	8	446	38.918	1.04712	39.5	255
3002022	1	1149	43	592	51.5231	5.60836	39.1	255
3002185	1	1152	20	887	76.9965	2.59896	39.1	230
3001921	1	876	8	206	23.516	1.36986	38.8	255
3002535	1	861	2	227	26.3647	0.348432	40	255
3001053	1	861	2	188	21.8351	0.348432	37.8	255
3003180	1	882	10	640	72.5624	1.70068	39.1	255
3002619	1	792	149	445	56.1869	28.2197	38.8	224
3001406	1	801	48	747	93.2584	8.98627	39.1	244
3002075	1	1146	8	446	38.918	1.04712	39.5	255
3000986	1	858	2	185	21.5618	0.342657	37.7	255
3002017	1	1146	8	446	38.918	1.04712	39.5	255
3001414	1	801	48	747	93.2584	8.98627	39.1	255
3002730	1	681	18	476	69.8972	3.96476	38.6	255
3003610	1	801	48	747	93.2584	8.98627	39.1	244
3002605	1	789	10	676	85.6781	1.85425	37.9	167
3000952	1	861	2	188	21.8351	0.348432	37.8	255
3000886	1	861	2	188	21.8351	0.348432	37.8	255
3000491	1	3114	11	887	28.4843	0.529865	39.6	255
3003099	1	765	11	592	77.3856	2.15686	38.8	255
3002344	1	864	25	484	56.0185	4.34028	38.9	235
3002029	1	1152	6	446	38.7153	0.78125	39.5	255
3002696	1	1260	56	1046	83.0159	6.65397	39.3	210
3000910	1	861	2	188	21.8351	0.348432	37.8	255
3001962	1	876	8	206	23.516	1.36986	38.8	255
3003173	1	1146	2	170	14.8342	0.26178	39.7	255
3001393	1	861	2	188	21.8351	0.348432	37.8	255
3002123	1	1146	6	446	38.918	0.78534	39.5	255
3001023	1	861	2	188	21.8351	0.348432	37.8	255
3002348	1	864	25	484	56.0185	4.34028	38.9	255
3002607	1	798	6	512	64.1604	1.12782	39.2	255
3002741	1	681	18	476	69.8972	3.96476	38.6	255
3000780	1	1251	2	256	20.4636	0.239808	38.5	255
3000502	1	3105	10	825	26.57	0.483092	38.6	255
3001058	1	852	2	188	22.0657	0.352113	37.8	255
3002392	1	873	4	206	23.5968	0.687285	36.9	255
3002190	1	1152	51	781	67.7951	6.62413	39.1	245
3000941	1	783	2	188	24.0102	0.383142	37.8	255
3002048	1	1146	6	446	38.918	0.78534	39.5	255
3002839	1	822	2	161	19.5864	0.364964	39.9	37
3002186	1	1149	49	771	67.1018	6.38555	39.1	229
3001857	1	1146	8	445	38.8307	1.04538	39.5	255
3001829	1	1143	2	223	19.5101	0.262467	39.5	255
3003104	1	765	13	624	81.5686	2.54902	38.7	255
3002374	1	900	3	396	44	0.5	34.4	255
3002060	1	1146	6	446	38.918	0.78534	39.5	255
3002120	1	1146	6	446	38.918	0.78534	39.5	255
3002776	1	645	18	476	73.7984	4.18605	38.6	255
3002056	1	1146	6	446	38.918	0.78534	39.5	255
3002826	1	1227	10	689	56.1532	1.22249	37	164
3001026	1	861	2	188	21.8351	0.348432	37.8	255
3001034	1	861	2	188	21.8351	0.348432	37.8	255
3000994	1	861	2	188	21.8351	0.348432	37.8	255
3000948	1	861	2	188	21.8351	0.348432	37.8	255
3002367	1	927	1	150	16.1812	0.161812	39.8	1
3002027	1	1146	8	446	38.918	1.04712	39.5	255
3002331	1	864	25	484	56.0185	4.34028	38.9	255
3002603	1	792	100	445	56.1869	18.9394	39	255
3002033	1	1146	6	446	38.918	0.78534	39.5	255
3002731	1	681	18	476	69.8972	3.95007	38.6	255
3001475	1	801	48	747	93.2584	8.98627	39.1	255
3001483	1	801	6	206	25.7179	1.1236	39.8	255
